epoch,train_loss,val_loss,max_loss,lr
1,2.386005159786769,2.270398736000061,2.7315480709075928,0.001
2,2.399242118426732,2.325029011567433,2.839390516281128,0.001
3,2.289360765048436,2.2896133343378704,2.9643146991729736,0.001
4,2.358362051418849,2.3738948881626127,4.495282173156738,0.001
5,2.276288339069912,2.3984273870786037,3.88710618019104,0.001
6,2.294762693132673,2.398101671536764,4.359989166259766,0.001
7,2.3157017707824705,2.369392442703247,3.9036595821380615,0.001
8,2.278674994196211,2.3905629267295203,4.210721492767334,0.001
9,2.352518010139465,2.407333302497864,5.017914772033691,0.001
10,2.282330196244376,2.3907167355219525,4.297359943389893,0.001
11,2.3222188881465367,2.514023713270823,5.549095153808594,0.001
12,2.2647887502397808,2.4974367658297223,5.611003398895264,0.001
13,2.3053783212389263,2.457092452049255,6.680904865264893,0.001
14,2.286369344166347,2.58077441851298,8.50655460357666,0.001
15,2.3408926146371023,2.544952241579692,7.383072376251221,0.001
16,2.30568060534341,2.518296523888906,6.264062404632568,0.001
17,2.3292138372148785,2.4268460154533384,5.527113914489746,0.001
18,2.252876652990069,2.450699559847514,6.266546249389648,0.001
19,2.295277374131339,2.575575012465318,11.062603950500488,0.001
20,2.30975558417184,2.532985819752018,10.341388702392578,0.001
21,2.2988635676247733,2.405640541513761,6.317234516143799,0.001
22,2.28767751966204,2.4720842485626537,6.649089813232422,0.001
23,2.3200375011989047,2.495075859626134,7.111182689666748,0.001
24,2.3141653537750244,2.5212875564893085,6.948338031768799,0.001
25,2.2663547345570154,2.5278527180353803,7.79957389831543,0.001
26,2.2580762250082835,2.497226266066233,6.253535270690918,0.001
27,2.280562608582633,2.5705168724060057,8.80235481262207,0.001
28,2.334777682168143,2.4913333892822265,5.8712477684021,0.001
29,2.2582327672413416,2.4162181615829468,4.318733215332031,0.001
30,2.2341975484575545,2.394631656010945,4.24420166015625,0.001
31,2.252960412842887,2.4392571528752645,4.353311538696289,0.001
32,2.277236042703901,2.577004285653432,7.076046943664551,0.001
